Order ID,Order Date,Product,Store,Units Sold,SP ID
20041,06-May-19,R1005,18,15,SP1571
20042,06-May-19,R1005,15,36,SP1571
20043,06-May-19,R1005,14,18,SP1571
20044,07-May-19,R1011,17,35,SP2092
20045,07-May-19,R1011,17,13,SP2092
20046,07-May-19,R1011,17,25,SP2092
20047,07-May-19,R1011,14,5,SP2092
20048,10-May-19,R1010,17,18,SP3740
20049,10-May-19,R1010,14,20,SP3740
20050,11-May-19,R1003,17,20,SP1815
20051,11-May-19,R1003,15,15,SP1815
20052,11-May-19,R1003,17,30,SP1815
20054,12-May-19,R1015,15,40,SP3992
20055,12-May-19,R1015,13,42,SP3992
20056,12-May-19,R1015,13,70,SP3992
20057,12-May-19,R1015,14,12,SP3992
20058,13-May-19,R1009,13,50,SP1841
20059,13-May-19,R1009,16,80,SP1841
20060,13-May-19,R1001,16,15,SP3156
20061,13-May-19,R1001,13,30,SP3156
20062,14-May-19,R1010,14,10,SP3463
20063,14-May-19,R1010,17,15,SP3463
20064,17-May-19,R1017,13,42,SP3156
20065,17-May-19,R1007,15,20,SP3156
20066,17-May-19,R1007,17,20,SP3156
20067,18-May-19,R1006,13,6,SP3992
20068,19-May-19,R1015,16,8,SP2092
20069,19-May-19,R1015,18,20,SP2092
20070,19-May-19,R1015,18,16,SP2092
20071,20-May-19,R1009,16,18,SP3740
20072,20-May-19,R1009,13,6,SP3740
20073,20-May-19,R1009,14,20,SP3740
20074,20-May-19,R1009,15,30,SP3740
20075,20-May-19,R1016,17,14,SP3463
20076,21-May-19,R1011,13,60,SP1841
20077,21-May-19,R1011,14,14,SP1841
20078,21-May-19,R1011,18,32,SP1841
20079,21-May-19,R1011,17,50,SP1841
20080,21-May-19,R1011,16,9,SP1841
20081,24-May-19,R1007,14,15,SP3740
20082,24-May-19,R1007,17,20,SP3740
20083,24-May-19,R1007,16,20,SP3740
20084,24-May-19,R1006,13,15,SP3463
20085,24-May-19,R1006,14,28,SP3463
20086,25-May-19,R1010,14,8,SP3156
20087,25-May-19,R1010,17,10,SP3156
20088,25-May-19,R1010,13,20,SP3156
20089,26-May-19,R1015,15,10,SP1229
20090,26-May-19,R1015,15,15,SP1229
20091,26-May-19,R1013,13,15,SP3156
20092,26-May-19,R1013,17,6,SP3156
20093,26-May-19,R1013,15,15,SP3156
20094,26-May-19,R1013,13,12,SP3156
20095,27-May-19,R1007,17,20,SP2092
20096,27-May-19,R1007,16,15,SP2092
20097,27-May-19,R1007,14,40,SP2092
20098,28-May-19,R1017,14,20,SP1841
20099,28-May-19,R1017,15,30,SP1841
20100,28-May-19,R1017,16,16,SP1841
20101,28-May-19,R1017,14,15,SP1841
20102,31-May-19,R1011,13,24,SP1815
20103,31-May-19,R1011,15,40,SP1815
20104,31-May-19,R1011,16,45,SP1815
20105,31-May-19,R1011,13,60,SP1815
20106,31-May-19,R1012,16,18,SP3463
20107,01-Jun-19,R1011,13,50,SP2092
20108,02-Jun-19,R1010,13,32,SP3156
20109,02-Jun-19,R1010,14,7,SP3156
20110,02-Jun-19,R1010,14,70,SP3156
20111,02-Jun-19,R1010,17,42,SP3156
20112,02-Jun-19,R1010,15,25,SP3156
20113,02-Jun-19,R1010,16,10,SP3156
20114,02-Jun-19,R1010,14,10,SP3156
20115,03-Jun-19,R1016,14,70,SP1815
20116,03-Jun-19,R1016,16,28,SP1815
20117,03-Jun-19,R1016,13,8,SP1815
20118,04-Jun-19,R1012,17,40,SP3156
20119,04-Jun-19,R1012,13,21,SP3156
20120,04-Jun-19,R1012,13,60,SP3156
20121,04-Jun-19,R1019,14,10,SP3992
20122,04-Jun-19,R1019,17,18,SP3992
20123,07-Jun-19,R1010,15,30,SP2092
20124,07-Jun-19,R1010,14,120,SP2092
20125,08-Jun-19,R1005,14,60,SP3740
20126,08-Jun-19,R1005,15,35,SP3740
20127,08-Jun-19,R1005,18,14,SP3740
20128,08-Jun-19,R1005,13,30,SP3740
20129,09-Jun-19,R1007,14,30,SP3156
20130,09-Jun-19,R1007,15,35,SP3156
20131,09-Jun-19,R1007,14,21,SP3156
20132,09-Jun-19,R1010,16,18,SP3156
20133,09-Jun-19,R1010,17,70,SP3156
20134,09-Jun-19,R1010,13,60,SP3156
20135,09-Jun-19,R1010,18,20,SP3156
20136,10-Jun-19,R1011,17,60,SP3740
20137,10-Jun-19,R1011,18,65,SP3740
20138,11-Jun-19,R1011,14,21,SP1841
20139,11-Jun-19,R1011,14,70,SP1841
20140,11-Jun-19,R1020,17,40,SP2092
20141,11-Jun-19,R1020,14,30,SP2092
20142,11-Jun-19,R1020,14,30,SP2092
20143,14-Jun-19,R1016,18,50,SP3156
20144,15-Jun-19,R1015,16,5,SP1571
20145,15-Jun-19,R1015,14,30,SP1571
20146,15-Jun-19,R1015,15,10,SP1571
20147,15-Jun-19,R1015,16,2,SP1571
20148,15-Jun-19,R1015,17,42,SP1571
20149,15-Jun-19,R1012,13,15,SP2092
20150,15-Jun-19,R1012,13,15,SP2092
20151,15-Jun-19,R1012,13,30,SP2092
20155,17-Jun-19,R1004,14,12,SP3463
20156,17-Jun-19,R1004,17,12,SP3463
20157,18-Jun-19,R1017,13,16,SP3463
20158,18-Jun-19,R1017,13,49,SP3463
20159,18-Jun-19,R1017,18,40,SP1229
20160,18-Jun-19,R1017,16,25,SP1229
20161,18-Jun-19,R1017,13,9,SP1229
20162,21-Jun-19,R1014,17,20,SP3740
20166,22-Jun-19,R1015,13,50,SP2092
20167,22-Jun-19,R1015,14,18,SP2092
20168,23-Jun-19,R1010,14,2,SP3463
20169,23-Jun-19,R1010,13,20,SP3463
20170,24-Jun-19,R1014,14,10,SP3740
20171,24-Jun-19,R1014,14,20,SP3740
20172,24-Jun-19,R1014,17,20,SP3740
20173,24-Jun-19,R1005,14,36,SP1841
20174,24-Jun-19,R1005,18,35,SP1841
20175,24-Jun-19,R1005,15,50,SP1841
20176,24-Jun-19,R1005,16,2,SP1841
20177,25-Jun-19,R1012,18,16,SP1841
20178,25-Jun-19,R1012,15,60,SP1841
20179,25-Jun-19,R1012,17,15,SP1841
20180,25-Jun-19,R1012,14,55,SP1841
20181,28-Jun-19,R1003,13,60,SP1841
20182,28-Jun-19,R1003,13,20,SP1841
20183,29-Jun-19,R1015,14,20,SP3463
20184,29-Jun-19,R1015,15,8,SP3463
20185,29-Jun-19,R1015,16,2,SP3463
20186,29-Jun-19,R1015,16,20,SP3463
20187,29-Jun-19,R1015,14,15,SP3740
20188,29-Jun-19,R1015,18,10,SP3740
20189,29-Jun-19,R1015,14,30,SP3740
20190,29-Jun-19,R1015,14,4,SP3740
20191,30-Jun-19,R1020,14,2,SP2092
20192,01-Jul-19,R1015,13,14,SP1815
20193,01-Jul-19,R1015,13,20,SP1815
20194,01-Jul-19,R1017,15,49,SP1571
20195,01-Jul-19,R1017,15,60,SP1571
20196,01-Jul-19,R1017,14,30,SP1571
20199,05-Jul-19,R1018,17,5,SP1841
20200,05-Jul-19,R1018,17,7,SP1841
20201,05-Jul-19,R1011,17,35,SP1841
20202,06-Jul-19,R1020,16,20,SP1571
20203,07-Jul-19,R1009,14,40,SP3463
20204,07-Jul-19,R1009,18,35,SP3463
20205,08-Jul-19,R1011,14,50,SP1841
20206,08-Jul-19,R1011,13,70,SP1841
20207,08-Jul-19,R1011,14,45,SP1841
20208,08-Jul-19,R1011,17,30,SP1841
20209,08-Jul-19,R1017,14,50,SP1841
20210,08-Jul-19,R1017,16,50,SP1841
20211,08-Jul-19,R1017,14,30,SP1841
20212,09-Jul-19,R1010,14,10,SP3463
20213,09-Jul-19,R1010,14,40,SP3463
20214,12-Jul-19,R1019,17,28,SP3463
20215,12-Jul-19,R1006,13,6,SP3463
20216,12-Jul-19,R1006,15,18,SP3463
20217,13-Jul-19,R1007,13,10,SP3740
20218,13-Jul-19,R1007,17,12,SP3740
20219,13-Jul-19,R1007,15,10,SP3740
20224,14-Jul-19,R1014,14,15,SP3740
20225,15-Jul-19,R1012,17,15,SP3463
20226,15-Jul-19,R1012,15,20,SP3463
20227,15-Jul-19,R1012,14,15,SP3463
20228,16-Jul-19,R1017,13,15,SP1815
20229,16-Jul-19,R1017,17,30,SP1815
20230,16-Jul-19,R1017,17,6,SP1815
20231,16-Jul-19,R1017,14,16,SP1815
20232,19-Jul-19,R1010,18,90,SP1841
20233,19-Jul-19,R1010,15,45,SP1841
20234,19-Jul-19,R1010,14,49,SP1841
20235,19-Jul-19,R1010,14,24,SP1841
20236,19-Jul-19,R1010,14,50,SP3463
20237,20-Jul-19,R1011,18,60,SP3463
20238,20-Jul-19,R1011,13,30,SP3463
20239,20-Jul-19,R1011,14,80,SP3463
20240,21-Jul-19,R1020,17,12,SP3740
20241,21-Jul-19,R1020,13,6,SP3740
20242,21-Jul-19,R1006,15,8,SP3463
20243,21-Jul-19,R1006,14,10,SP3463
20244,21-Jul-19,R1006,16,30,SP3463
20245,21-Jul-19,R1006,14,15,SP3463
20246,22-Jul-19,R1006,14,15,SP3463
20247,22-Jul-19,R1006,15,6,SP3463
20248,23-Jul-19,R1012,15,20,SP1815
20249,23-Jul-19,R1012,14,12,SP1815
20250,23-Jul-19,R1012,17,15,SP1815
20251,23-Jul-19,R1012,13,3,SP1815
20252,23-Jul-19,R1015,13,2,SP1841
20253,23-Jul-19,R1015,14,40,SP1841
20254,23-Jul-19,R1015,18,35,SP1841
20255,26-Jul-19,R1004,14,6,SP1841
20256,26-Jul-19,R1004,16,20,SP1841
20262,28-Jul-19,R1012,14,120,SP1841
20263,28-Jul-19,R1012,17,35,SP1841
20264,28-Jul-19,R1012,18,28,SP1841
20265,28-Jul-19,R1012,18,55,SP1841
20266,29-Jul-19,R1010,17,15,SP3740
20267,29-Jul-19,R1010,18,100,SP3740
20268,30-Jul-19,R1007,15,25,SP3156
20269,30-Jul-19,R1007,14,15,SP3156
20273,02-Aug-19,R1014,13,30,SP3740
20274,02-Aug-19,R1014,15,20,SP3740
20275,02-Aug-19,R1014,18,25,SP3740
20276,02-Aug-19,R1014,14,50,SP3740
20277,03-Aug-19,R1012,14,21,SP3740
20278,03-Aug-19,R1012,14,40,SP3740
20279,03-Aug-19,R1012,13,36,SP2092
20280,04-Aug-19,R1008,17,15,SP1571
20281,04-Aug-19,R1008,15,20,SP1571
20282,04-Aug-19,R1008,14,30,SP1571
20283,04-Aug-19,R1008,13,50,SP1571
20284,04-Aug-19,R1008,17,30,SP1571
20288,06-Aug-19,R1006,14,21,SP3740
20289,06-Aug-19,R1006,15,4,SP3740
20290,06-Aug-19,R1016,14,40,SP3156
20291,06-Aug-19,R1016,16,28,SP3156
20292,06-Aug-19,R1016,14,60,SP3156
20293,09-Aug-19,R1007,16,1,SP2092
20294,09-Aug-19,R1007,17,21,SP2092
20295,10-Aug-19,R1008,17,50,SP3992
20296,10-Aug-19,R1008,14,21,SP3992
20297,10-Aug-19,R1019,18,16,SP1841
20298,10-Aug-19,R1019,17,30,SP1841
20299,10-Aug-19,R1019,13,20,SP1841
20300,10-Aug-19,R1019,15,3,SP1841
20301,11-Aug-19,R1005,15,25,SP3156
20302,11-Aug-19,R1005,16,30,SP3156
20303,11-Aug-19,R1005,14,25,SP3156
20304,11-Aug-19,R1005,16,20,SP3156
20305,11-Aug-19,R1005,14,18,SP3156
20306,12-Aug-19,R1015,16,5,SP1841
20307,12-Aug-19,R1015,13,10,SP1841
20308,12-Aug-19,R1020,14,12,SP3740
20309,12-Aug-19,R1020,15,28,SP3740
20310,13-Aug-19,R1012,15,15,SP3463
20311,13-Aug-19,R1012,16,8,SP3463
20312,16-Aug-19,R1010,14,35,SP3156
20313,16-Aug-19,R1010,15,40,SP3156
20314,16-Aug-19,R1010,18,2,SP3156
20318,17-Aug-19,R1007,17,30,SP2092
20319,17-Aug-19,R1007,17,20,SP2092
20320,18-Aug-19,R1007,17,18,SP3740
20321,18-Aug-19,R1007,15,80,SP3740
20322,19-Aug-19,R1007,13,12,SP3156
20323,19-Aug-19,R1007,13,12,SP3156
20324,19-Aug-19,R1002,15,10,SP3992
20325,19-Aug-19,R1002,17,12,SP3992
20326,19-Aug-19,R1002,17,18,SP3992
20327,19-Aug-19,R1002,16,21,SP3992
20328,20-Aug-19,R1008,18,60,SP1229
20329,20-Aug-19,R1008,13,35,SP1229
20330,20-Aug-19,R1008,15,42,SP1229
20331,23-Aug-19,R1016,14,2,SP3740
20332,23-Aug-19,R1016,15,12,SP3740
20333,23-Aug-19,R1019,15,15,SP3992
20334,23-Aug-19,R1019,15,20,SP3992
20335,23-Aug-19,R1019,14,21,SP3992
20337,25-Aug-19,R1010,14,28,SP3463
20338,25-Aug-19,R1010,13,60,SP3463
20339,25-Aug-19,R1010,15,30,SP3463
20340,25-Aug-19,R1010,17,30,SP3463
20343,26-Aug-19,R1015,14,24,SP3740
20344,26-Aug-19,R1015,13,40,SP3740
20345,27-Aug-19,R1010,16,10,SP3156
20346,30-Aug-19,R1010,18,30,SP1571
20347,30-Aug-19,R1010,15,35,SP1571
20348,30-Aug-19,R1007,17,3,SP3463
20349,30-Aug-19,R1007,14,14,SP3463
20350,30-Aug-19,R1007,16,10,SP3463
20351,31-Aug-19,R1016,14,30,SP1841
20352,31-Aug-19,R1016,15,20,SP1841
20353,31-Aug-19,R1016,18,20,SP1841
20354,31-Aug-19,R1016,15,60,SP1841
20355,01-Sep-19,R1016,17,16,SP3156
20356,01-Sep-19,R1016,13,5,SP3156
20357,01-Sep-19,R1016,17,25,SP3156
20358,01-Sep-19,R1015,14,30,SP2092
20359,01-Sep-19,R1015,14,24,SP2092
20360,01-Sep-19,R1015,14,5,SP2092
20361,02-Sep-19,R1012,13,30,SP3740
20362,02-Sep-19,R1012,16,20,SP3740
20363,03-Sep-19,R1011,13,15,SP1815
20364,03-Sep-19,R1011,14,18,SP1815
20365,06-Sep-19,R1016,13,60,SP1571
20366,06-Sep-19,R1016,14,30,SP1571
20367,06-Sep-19,R1016,15,36,SP1571
20368,06-Sep-19,R1019,18,15,SP3740
20369,06-Sep-19,R1019,18,7,SP3740
20370,07-Sep-19,R1017,17,20,SP3463
20371,07-Sep-19,R1017,14,60,SP3463
20375,08-Sep-19,R1015,17,30,SP1841
20376,09-Sep-19,R1017,18,5,SP3463
20377,09-Sep-19,R1017,16,20,SP3463
