Order ID,Order Date,Product,Store,Units Sold,SP ID
11091,23-Feb-19,R1005,9,12,SP2662
11092,23-Feb-19,R1005,6,10,SP2662
11756,23-Feb-19,R1001,6,10,SP2662
11757,23-Feb-19,R1001,9,10,SP2662
11758,23-Feb-19,R1001,9,5,SP2662
11847,23-Feb-19,R1013,8,12,SP2365
11848,23-Feb-19,R1013,6,15,SP2365
10970,24-Feb-19,R1004,6,3,SP3774
10971,24-Feb-19,R1004,6,6,SP3774
10972,24-Feb-19,R1004,7,6,SP3774
12021,24-Feb-19,R1006,7,5,SP2365
11372,25-Feb-19,R1020,9,10,SP2365
11373,25-Feb-19,R1020,6,30,SP2365
11374,25-Feb-19,R1020,6,30,SP2365
11625,25-Feb-19,R1019,6,5,SP2886
11626,25-Feb-19,R1019,8,1,SP2886
11510,26-Feb-19,R1008,7,2,SP2886
11511,26-Feb-19,R1008,6,20,SP2886
11512,26-Feb-19,R1008,9,30,SP2886
11513,26-Feb-19,R1008,9,20,SP2886
11514,26-Feb-19,R1008,8,3,SP2886
11007,27-Feb-19,R1005,8,7,SP2662
11008,27-Feb-19,R1005,7,6,SP2662
11659,28-Feb-19,R1019,6,2,SP3774
11660,28-Feb-19,R1019,9,21,SP3774
11661,28-Feb-19,R1019,6,7,SP3774
11662,28-Feb-19,R1019,6,30,SP2662
11663,28-Feb-19,R1019,8,8,SP2662
11093,01-Mar-19,R1005,8,12,SP1131
11206,01-Mar-19,R1020,6,10,SP3774
11207,01-Mar-19,R1020,6,4,SP3774
11208,01-Mar-19,R1020,6,24,SP3774
11209,01-Mar-19,R1020,9,20,SP3774
11210,02-Mar-19,R1020,6,12,SP3774
11664,03-Mar-19,R1019,6,30,SP2886
11665,03-Mar-19,R1019,9,4,SP2886
11666,03-Mar-19,R1019,8,30,SP2886
11094,04-Mar-19,R1005,7,9,SP3774
11375,04-Mar-19,R1020,6,40,SP2886
11376,04-Mar-19,R1020,6,20,SP2886
11377,04-Mar-19,R1020,8,30,SP2886
11953,04-Mar-19,R1006,6,30,SP2365
11954,04-Mar-19,R1006,6,14,SP2365
10721,07-Mar-19,R1015,6,4,SP2365
10722,07-Mar-19,R1015,6,15,SP2365
10723,07-Mar-19,R1015,6,20,SP2365
10499,08-Mar-19,R1010,9,30,SP3774
10500,08-Mar-19,R1010,6,15,SP3774
11541,08-Mar-19,R1008,9,10,SP2365
11542,08-Mar-19,R1008,9,50,SP2365
11543,08-Mar-19,R1008,6,6,SP2365
10921,09-Mar-19,R1003,6,14,SP2365
10922,09-Mar-19,R1003,6,60,SP2365
10923,09-Mar-19,R1003,6,18,SP2365
11849,09-Mar-19,R1013,6,35,SP2662
11955,09-Mar-19,R1006,6,20,SP1131
11956,09-Mar-19,R1006,6,6,SP1131
10724,10-Mar-19,R1015,9,30,SP2662
10725,10-Mar-19,R1015,7,20,SP2662
11627,10-Mar-19,R1019,9,8,SP2886
11628,10-Mar-19,R1019,6,14,SP2886
11629,10-Mar-19,R1019,6,30,SP2886
10943,11-Mar-19,R1004,8,30,SP2365
11378,11-Mar-19,R1020,6,48,SP3774
11379,11-Mar-19,R1020,6,30,SP3774
11380,11-Mar-19,R1020,6,40,SP3774
11381,11-Mar-19,R1020,9,24,SP3774
11382,11-Mar-19,R1020,9,40,SP3774
11383,11-Mar-19,R1020,9,20,SP2365
11957,11-Mar-19,R1006,6,10,SP2886
11630,12-Mar-19,R1019,7,20,SP2886
11384,14-Mar-19,R1020,6,50,SP1131
11385,14-Mar-19,R1020,8,25,SP1131
11386,14-Mar-19,R1020,6,90,SP1131
10973,15-Mar-19,R1004,8,4,SP2886
10974,15-Mar-19,R1004,6,20,SP2886
10975,15-Mar-19,R1004,9,10,SP2886
11211,15-Mar-19,R1020,6,4,SP2365
11212,15-Mar-19,R1020,9,5,SP2365
11213,15-Mar-19,R1020,6,4,SP2365
12141,16-Mar-19,R1014,6,9,SP2886
12142,16-Mar-19,R1014,6,30,SP2886
12143,16-Mar-19,R1014,6,30,SP2886
12144,16-Mar-19,R1014,6,7,SP2886
10501,17-Mar-19,R1010,8,15,SP2365
10502,17-Mar-19,R1010,6,8,SP2365
10503,17-Mar-19,R1010,9,65,SP2365
10504,17-Mar-19,R1010,9,8,SP2365
10505,17-Mar-19,R1010,9,12,SP2365
11214,17-Mar-19,R1020,6,9,SP2662
11215,17-Mar-19,R1020,9,6,SP2662
11216,17-Mar-19,R1020,8,40,SP2662
11217,17-Mar-19,R1020,8,4,SP2662
11218,17-Mar-19,R1020,6,12,SP2662
11387,17-Mar-19,R1020,6,12,SP2886
11759,18-Mar-19,R1001,7,16,SP2365
11760,18-Mar-19,R1001,9,24,SP2365
11761,18-Mar-19,R1001,6,50,SP2365
11811,19-Mar-19,R1013,8,50,SP3774
11812,19-Mar-19,R1013,6,25,SP3774
11813,19-Mar-19,R1013,6,35,SP3774
11814,19-Mar-19,R1013,6,30,SP3774
11388,21-Mar-19,R1020,9,6,SP2365
11389,21-Mar-19,R1020,6,15,SP2365
11544,21-Mar-19,R1008,8,20,SP2886
11545,21-Mar-19,R1008,6,35,SP2886
11546,21-Mar-19,R1008,8,42,SP2886
10726,22-Mar-19,R1015,6,24,SP2886
10727,22-Mar-19,R1015,9,6,SP2886
10728,22-Mar-19,R1015,6,35,SP2886
11718,22-Mar-19,R1012,8,9,SP2365
11719,22-Mar-19,R1012,9,40,SP2365
11720,22-Mar-19,R1012,6,10,SP2365
11850,22-Mar-19,R1013,6,35,SP2886
11851,22-Mar-19,R1013,8,35,SP2886
11852,22-Mar-19,R1013,6,5,SP2886
12145,23-Mar-19,R1014,8,4,SP2365
12146,23-Mar-19,R1014,8,20,SP2365
11009,24-Mar-19,R1005,9,15,SP2365
12022,24-Mar-19,R1006,9,21,SP2365
12023,24-Mar-19,R1006,7,40,SP2365
12024,24-Mar-19,R1006,6,28,SP2365
12098,24-Mar-19,R1014,6,50,SP2886
12099,24-Mar-19,R1014,8,25,SP2886
10729,25-Mar-19,R1015,9,40,SP2662
10730,25-Mar-19,R1015,6,28,SP2662
10731,25-Mar-19,R1015,8,10,SP2662
10819,25-Mar-19,R1009,6,16,SP2886
10820,25-Mar-19,R1009,7,10,SP2886
10821,25-Mar-19,R1009,6,40,SP2886
10944,26-Mar-19,R1004,8,40,SP2365
10945,26-Mar-19,R1004,6,10,SP2365
10946,26-Mar-19,R1004,6,10,SP2365
11583,28-Mar-19,R1002,6,5,SP2662
11584,28-Mar-19,R1002,6,5,SP2662
11010,29-Mar-19,R1005,7,8,SP1131
11011,29-Mar-19,R1005,6,10,SP1131
11547,29-Mar-19,R1008,7,30,SP2886
11548,29-Mar-19,R1008,9,3,SP2886
11515,30-Mar-19,R1008,8,6,SP2886
11516,30-Mar-19,R1008,8,25,SP2886
11517,30-Mar-19,R1008,6,7,SP2886
11518,30-Mar-19,R1008,6,48,SP2886
11095,31-Mar-19,R1005,8,30,SP2886
11096,31-Mar-19,R1005,6,21,SP2886
11721,31-Mar-19,R1012,9,18,SP2886
10409,01-Apr-19,R1011,9,10,SP2365
10410,01-Apr-19,R1011,6,5,SP2365
10411,01-Apr-19,R1011,6,7,SP2365
11219,01-Apr-19,R1020,7,40,SP2365
11220,01-Apr-19,R1020,6,24,SP2365
11221,01-Apr-19,R1020,6,20,SP2365
11222,01-Apr-19,R1020,6,28,SP2365
11223,01-Apr-19,R1020,8,25,SP2365
11390,01-Apr-19,R1020,6,32,SP2662
11391,01-Apr-19,R1020,9,15,SP2662
11392,01-Apr-19,R1020,8,25,SP2662
11393,04-Apr-19,R1020,6,40,SP2662
11394,04-Apr-19,R1020,6,20,SP2662
11395,04-Apr-19,R1020,6,20,SP2662
11396,04-Apr-19,R1020,8,36,SP2662
10732,05-Apr-19,R1015,6,21,SP1131
10733,05-Apr-19,R1015,8,8,SP1131
10822,05-Apr-19,R1009,9,70,SP3774
10823,05-Apr-19,R1009,6,28,SP3774
10824,05-Apr-19,R1009,9,10,SP3774
10894,06-Apr-19,R1003,8,9,SP2886
10895,06-Apr-19,R1003,8,8,SP2886
11012,06-Apr-19,R1005,6,20,SP2662
11013,06-Apr-19,R1005,6,40,SP2662
11014,06-Apr-19,R1005,6,12,SP2662
11397,06-Apr-19,R1020,9,50,SP2365
10868,07-Apr-19,R1009,6,16,SP1131
10869,07-Apr-19,R1009,9,5,SP1131
11224,07-Apr-19,R1020,9,40,SP2365
11225,07-Apr-19,R1020,6,24,SP2365
11226,07-Apr-19,R1020,6,40,SP2365
11227,07-Apr-19,R1020,8,56,SP2365
10734,08-Apr-19,R1015,9,6,SP2365
10735,08-Apr-19,R1015,6,12,SP2365
10736,08-Apr-19,R1015,7,4,SP2365
11228,08-Apr-19,R1020,6,15,SP2365
11229,08-Apr-19,R1020,6,4,SP2365
11230,08-Apr-19,R1020,7,50,SP2365
11585,11-Apr-19,R1002,7,10,SP3774
11586,11-Apr-19,R1002,8,10,SP3774
11587,11-Apr-19,R1002,9,20,SP3774
12025,11-Apr-19,R1006,9,25,SP2365
12026,11-Apr-19,R1006,8,5,SP2365
10737,12-Apr-19,R1015,8,15,SP2365
10738,12-Apr-19,R1015,9,12,SP2365
10739,12-Apr-19,R1015,6,6,SP2365
10740,12-Apr-19,R1015,6,15,SP2365
11231,12-Apr-19,R1020,9,70,SP3774
11232,12-Apr-19,R1020,6,80,SP3774
11233,12-Apr-19,R1020,7,9,SP3774
12147,12-Apr-19,R1014,6,40,SP1131
12148,12-Apr-19,R1014,6,30,SP1131
12149,12-Apr-19,R1014,6,50,SP1131
11097,13-Apr-19,R1005,9,10,SP2365
11098,13-Apr-19,R1005,6,15,SP2365
11099,13-Apr-19,R1005,8,3,SP2365
10639,14-Apr-19,R1015,6,10,SP2365
10640,14-Apr-19,R1015,6,6,SP2365
10641,14-Apr-19,R1015,6,4,SP2365
10642,14-Apr-19,R1015,6,50,SP2365
11100,14-Apr-19,R1005,6,20,SP2886
11921,14-Apr-19,R1018,6,30,SP2886
11922,14-Apr-19,R1018,6,40,SP2886
10741,15-Apr-19,R1015,6,15,SP3774
10742,15-Apr-19,R1015,6,20,SP3774
10743,15-Apr-19,R1015,9,30,SP3774
11234,15-Apr-19,R1020,6,15,SP2365
11235,15-Apr-19,R1020,7,25,SP2365
11853,15-Apr-19,R1013,6,20,SP2662
11854,15-Apr-19,R1013,6,16,SP2662
11855,15-Apr-19,R1013,7,25,SP2662
10442,19-Apr-19,R1010,6,20,SP2662
10443,19-Apr-19,R1010,9,77,SP2662
10444,19-Apr-19,R1010,9,10,SP2662
10445,19-Apr-19,R1010,6,13,SP2662
11015,19-Apr-19,R1005,6,15,SP2886
11016,19-Apr-19,R1005,8,18,SP2886
11101,19-Apr-19,R1005,6,4,SP3774
11102,19-Apr-19,R1005,6,12,SP3774
11549,19-Apr-19,R1008,9,40,SP2365
11550,19-Apr-19,R1008,6,20,SP2365
11103,20-Apr-19,R1005,6,3,SP3774
11104,20-Apr-19,R1005,7,18,SP2886
11105,20-Apr-19,R1005,6,6,SP2886
11722,20-Apr-19,R1012,9,20,SP2886
11723,20-Apr-19,R1012,6,10,SP2886
10446,21-Apr-19,R1010,6,50,SP2886
10447,21-Apr-19,R1010,8,12,SP2886
10870,22-Apr-19,R1009,8,50,SP2886
10871,22-Apr-19,R1009,8,35,SP2886
10872,22-Apr-19,R1009,9,20,SP2886
11631,22-Apr-19,R1019,9,4,SP1131
11632,22-Apr-19,R1019,6,12,SP1131
12027,22-Apr-19,R1006,6,15,SP2365
11958,23-Apr-19,R1006,6,25,SP2886
11959,23-Apr-19,R1006,7,25,SP2886
10924,25-Apr-19,R1003,6,50,SP2886
12028,25-Apr-19,R1006,6,28,SP2662
11236,26-Apr-19,R1020,8,30,SP2886
11237,26-Apr-19,R1020,8,20,SP2886
11238,26-Apr-19,R1020,9,12,SP2886
11398,26-Apr-19,R1020,9,16,SP2365
11399,26-Apr-19,R1020,6,24,SP2365
11400,26-Apr-19,R1020,8,7,SP2365
11401,26-Apr-19,R1020,8,45,SP2365
10506,27-Apr-19,R1010,8,8,SP2886
10507,27-Apr-19,R1010,8,30,SP2886
10508,27-Apr-19,R1010,9,9,SP2886
10509,27-Apr-19,R1010,6,35,SP2886
11923,27-Apr-19,R1018,8,40,SP2662
11924,27-Apr-19,R1018,7,28,SP2662
11925,27-Apr-19,R1018,6,6,SP2662
11926,27-Apr-19,R1018,6,9,SP2662
12100,27-Apr-19,R1014,8,8,SP2662
12101,27-Apr-19,R1014,6,16,SP2662
12102,27-Apr-19,R1014,6,30,SP2662
11017,28-Apr-19,R1005,6,20,SP2365
11018,28-Apr-19,R1005,6,10,SP2365
11019,28-Apr-19,R1005,6,10,SP2365
12029,28-Apr-19,R1006,7,15,SP2365
12030,28-Apr-19,R1006,6,10,SP2365
12031,28-Apr-19,R1006,8,6,SP2365
10976,29-Apr-19,R1004,6,5,SP2365
10977,29-Apr-19,R1004,6,40,SP2365
10978,29-Apr-19,R1004,8,25,SP2365
11960,29-Apr-19,R1006,6,56,SP2365
11961,29-Apr-19,R1006,8,80,SP2365
11962,29-Apr-19,R1006,8,70,SP2365
11020,30-Apr-19,R1005,6,35,SP2365
11021,30-Apr-19,R1005,6,10,SP2365
11022,30-Apr-19,R1005,6,30,SP2365
11023,30-Apr-19,R1005,9,35,SP2365
11024,30-Apr-19,R1005,9,28,SP2365
11239,30-Apr-19,R1020,8,55,SP2662
11240,30-Apr-19,R1020,6,54,SP2662
11927,02-May-19,R1018,6,30,SP2886
11928,02-May-19,R1018,6,20,SP2886
11929,02-May-19,R1018,6,12,SP2886
11930,02-May-19,R1018,6,15,SP2886
12032,02-May-19,R1006,6,8,SP3774
12033,02-May-19,R1006,8,3,SP3774
11025,03-May-19,R1005,9,24,SP2886
11026,03-May-19,R1005,6,20,SP2886
11027,03-May-19,R1005,6,50,SP2886
11588,03-May-19,R1002,6,5,SP2886
11589,03-May-19,R1002,6,4,SP2886
11590,03-May-19,R1002,6,3,SP2886
11106,04-May-19,R1005,7,30,SP2365
11107,04-May-19,R1005,6,30,SP2365
11108,04-May-19,R1005,7,14,SP2365
11109,04-May-19,R1005,8,25,SP2365
11241,04-May-19,R1020,8,20,SP2365
11242,04-May-19,R1020,6,12,SP2365
11243,04-May-19,R1020,6,12,SP2365
11963,04-May-19,R1006,8,30,SP2662
11964,04-May-19,R1006,8,5,SP2662
11633,05-May-19,R1019,8,24,SP2886
10896,06-May-19,R1003,9,7,SP2886
10897,06-May-19,R1003,9,15,SP2886
10898,06-May-19,R1003,6,36,SP2886
10899,06-May-19,R1003,9,18,SP2886
11667,06-May-19,R1019,8,10,SP2886
11762,06-May-19,R1001,9,5,SP1131
11763,06-May-19,R1001,9,5,SP1131
11931,06-May-19,R1018,7,60,SP2886
11932,06-May-19,R1018,6,20,SP2886
11933,06-May-19,R1018,6,40,SP2886
10448,07-May-19,R1010,7,35,SP3774
10449,07-May-19,R1010,6,13,SP3774
10450,07-May-19,R1010,7,25,SP3774
10451,07-May-19,R1010,6,5,SP3774
10581,09-May-19,R1007,6,30,SP2365
10582,09-May-19,R1007,6,40,SP2365
10583,09-May-19,R1007,6,12,SP2365
11856,10-May-19,R1013,6,28,SP2886
11857,10-May-19,R1013,6,30,SP2886
11858,10-May-19,R1013,6,16,SP2886
11859,10-May-19,R1013,7,60,SP2886
10510,11-May-19,R1010,9,20,SP2886
10511,11-May-19,R1010,6,130,SP2886
11028,11-May-19,R1005,6,6,SP2662
11110,11-May-19,R1005,6,20,SP2886
11111,11-May-19,R1005,6,40,SP2886
11112,11-May-19,R1005,7,6,SP2886
11906,11-May-19,R1018,6,20,SP2886
11907,11-May-19,R1018,6,15,SP2886
11908,11-May-19,R1018,7,30,SP2886
10643,12-May-19,R1015,6,40,SP2365
10644,12-May-19,R1015,8,42,SP2365
10645,12-May-19,R1015,8,70,SP2365
10646,12-May-19,R1015,6,12,SP2365
11402,12-May-19,R1020,9,80,SP2886
10584,13-May-19,R1007,7,2,SP2365
11403,13-May-19,R1020,6,40,SP2365
11404,13-May-19,R1020,6,35,SP2365
11405,13-May-19,R1020,6,40,SP2365
11519,13-May-19,R1008,8,50,SP2365
11520,13-May-19,R1008,6,80,SP2365
11702,13-May-19,R1016,6,15,SP2662
11703,13-May-19,R1016,8,30,SP2662
10925,16-May-19,R1003,6,30,SP2886
10926,16-May-19,R1003,7,15,SP2886
10927,16-May-19,R1003,6,15,SP2886
10928,16-May-19,R1003,9,20,SP2886
12034,16-May-19,R1006,7,4,SP2886
12035,16-May-19,R1006,8,12,SP2886
12036,16-May-19,R1006,8,15,SP2886
12037,16-May-19,R1006,8,50,SP2886
10744,17-May-19,R1015,8,15,SP1131
10825,17-May-19,R1009,8,42,SP2662
11965,17-May-19,R1006,6,20,SP2662
11966,17-May-19,R1006,6,20,SP2662
10512,18-May-19,R1010,8,16,SP2365
11406,18-May-19,R1020,8,25,SP2886
11407,18-May-19,R1020,9,18,SP2886
11815,18-May-19,R1013,8,6,SP2365
10513,19-May-19,R1010,9,33,SP2662
10514,19-May-19,R1010,8,70,SP2662
10515,19-May-19,R1010,6,7,SP2662
10647,19-May-19,R1015,6,8,SP3774
10648,19-May-19,R1015,9,20,SP3774
10649,19-May-19,R1015,9,16,SP3774
11860,19-May-19,R1013,9,50,SP2365
11861,19-May-19,R1013,8,2,SP2365
11521,20-May-19,R1008,6,18,SP1131
